Life Cycle Impact Assessment,GWP,ODP,POCP,AP,EP,Total PE,PENRT,PENRM,PENRE,PERT,PERM,PERE,ADP elem.,ADP fossil
Cost Group 352 DeckenbelägeDecken : IBO_KDo_01 -> Baustoff  Estrichmörtel-Zementestrich,0.1511700963,3.0462551872e-14,2.7694767914e-05,0.00026238930481,3.8596620321e-05,1.1880310588,1.0427858824,0.0022853262032,1.0405005561,0.1452451765,0.0169283422,0.1283168342,1.6959659679e-07,0.9843831016
Cost Group 352 DeckenbelägeDecken : IBO_KDo_01 -> Baustoff  Linoleum,0.0114788561,7.2118747479e-14,4.0725872118e-05,0.00075677561892,0.00065178254014,5.7514845934,3.2621910109,0.0,3.2621910109,2.4892935825,0.0,2.4892935825,2.0733696864e-07,3.0678112157
Cost Group 360 DächerBauwerk - Baukonstruktionen : Dach 13,1.4462193847,4.8033399733e-12,0.00033298659604,0.0047559297052,0.00056068289691,20.9159366276,18.7736864652,0.0291186108,18.7445678544,2.1422501624,0.0215912865,2.1206588759,0.0011176166668,18.0393895391
Cost Group 360 DächerBauwerk - Baukonstruktionen : Dach 13 -> Baustoff  Gipsputz (Gips-Kalk-Putz),0.0208328535,2.2301059685e-16,1.3238093554e-06,3.0908558081e-05,5.0861536079e-06,0.3293674051,0.2788696946,0.0,0.2788696946,0.0504977105,0.0,0.0504977105,2.8428976431e-09,0.2659595451
Cost Group 360 DächerBauwerk - Baukonstruktionen : Dach 13 -> Baustoff  Mineralwolle (Flachdach-Dämmung),0.6572056826,6.1209794397e-15,0.00019143208428,0.0031861943177,0.00039792587908,7.8171297016,6.7817537027,0.0,6.7817537027,1.0353759989,0.0,1.0353759989,1.3653049875e-07,6.4655910072
Cost Group 360 DächerBauwerk - Baukonstruktionen : Dach 13 -> Baustoff  Nadelschnittholz - frisch (Durchschnitt DE),0.0268691697,5.1054788094e-16,2.6375701146e-06,0.00011278142933,2.5910309267e-05,0.5167556573,0.3725858023,0.00076786960428,0.3718179327,0.144169855,0.0215912865,0.1225785685,1.0247291955e-08,0.338705895
Cost Group 360 DächerBauwerk - Baukonstruktionen : Dach 13 -> Baustoff  Dampfbremse PE,0.1347715879,5.5464975265e-16,4.2197864045e-05,0.00074096591161,1.8734229571e-05,2.0583774869,1.925357717,0.0,1.925357717,0.13301977,0.0,0.13301977,0.00111715812,1.8840057582
Cost Group 360 DächerBauwerk - Baukonstruktionen : Dach 13 -> Baustoff  Dachziegel,0.606540091,4.7959307856e-12,9.539526825e-05,0.00068507948852,0.00011302632539,10.1943063767,9.4151195486,0.0283507412,9.3867688074,0.7791868281,0.0,0.7791868281,3.0892605016e-07,9.0851273336
Cost Group 361 DachkonstruktionenDächer : Sparrendach / Dämmung / Dampfbremse,0.8188464402,7.1861770732e-15,0.00023626751844,0.0040399416586,0.00044257041792,10.3922628458,9.079697222,0.00076786960428,9.0789293524,1.3125656238,0.0215912865,1.2909743373,0.0011173048978,8.6883026604
Cost Group 361 DachkonstruktionenDächer : Sparrendach / Dämmung / Dampfbremse -> Baustoff  Mineralwolle (Flachdach-Dämmung),0.6572056826,6.1209794397e-15,0.00019143208428,0.0031861943177,0.00039792587908,7.8171297016,6.7817537027,0.0,6.7817537027,1.0353759989,0.0,1.0353759989,1.3653049875e-07,6.4655910072
Cost Group 361 DachkonstruktionenDächer : Sparrendach / Dämmung / Dampfbremse -> Baustoff  Nadelschnittholz - frisch (Durchschnitt DE),0.0268691697,5.1054788094e-16,2.6375701146e-06,0.00011278142933,2.5910309267e-05,0.5167556573,0.3725858023,0.00076786960428,0.3718179327,0.144169855,0.0215912865,0.1225785685,1.0247291955e-08,0.338705895
Cost Group 361 DachkonstruktionenDächer : Sparrendach / Dämmung / Dampfbremse -> Baustoff  Dampfbremse PE,0.1347715879,5.5464975265e-16,4.2197864045e-05,0.00074096591161,1.8734229571e-05,2.0583774869,1.925357717,0.0,1.925357717,0.13301977,0.0,0.13301977,0.00111715812,1.8840057582
Cost Group 363 DachbelägeDächer : Ziegeldeckung / Lattung,0.606540091,4.7959307856e-12,9.539526825e-05,0.00068507948852,0.00011302632539,10.1943063767,9.4151195486,0.0283507412,9.3867688074,0.7791868281,0.0,0.7791868281,3.0892605016e-07,9.0851273336
Cost Group 363 DachbelägeDächer : Ziegeldeckung / Lattung -> Baustoff  Dachziegel,0.606540091,4.7959307856e-12,9.539526825e-05,0.00068507948852,0.00011302632539,10.1943063767,9.4151195486,0.0283507412,9.3867688074,0.7791868281,0.0,0.7791868281,3.0892605016e-07,9.0851273336
Cost Group 364 DachbekleidungenDächer : GK Platte doppelt / Anstrich / Folie,0.0208328535,2.2301059685e-16,1.3238093554e-06,3.0908558081e-05,5.0861536079e-06,0.3293674051,0.2788696946,0.0,0.2788696946,0.0504977105,0.0,0.0504977105,2.8428976431e-09,0.2659595451
Cost Group 364 DachbekleidungenDächer : GK Platte doppelt / Anstrich / Folie -> Baustoff  Gipsputz (Gips-Kalk-Putz),0.0208328535,2.2301059685e-16,1.3238093554e-06,3.0908558081e-05,5.0861536079e-06,0.3293674051,0.2788696946,0.0,0.2788696946,0.0504977105,0.0,0.0504977105,2.8428976431e-09,0.2659595451
