Life Cycle Impact Assessment,GWP,ODP,POCP,AP,EP,Total PE,PENRT,PENRM,PENRE,PERT,PERM,PERE,ADP elem.,ADP fossil
Cost Group 330 AußenwändeBauwerk - Baukonstruktionen : Außenwand 2 -> Baustoff  Gipsputz (Gips),0.0388610885,4.6952982505e-16,5.5250468319e-06,5.8093401136e-05,8.9696313402e-06,0.6836878561,0.5789538102,0.0,0.5789538102,0.1047340459,0.0,0.1047340459,5.9094873022e-09,0.5520180633
Cost Group 330 AußenwändeBauwerk - Baukonstruktionen : Außenwand 2 -> Baustoff  Mauersteine aus Leichtbeton aus natürlichen Zuschlägen - Hohlblock -,0.2941381872,1.2947720134e-10,6.140993642e-05,0.00069604763757,0.00045316979579,2.0416282873,1.8327787027,0.0,1.8327787027,0.2088495846,0.0,0.2088495846,4.1885076602e-07,1.7162889311
Cost Group 330 AußenwändeBauwerk - Baukonstruktionen : Außenwand 2 -> Baustoff  Kunstharzputz,0.1794117844,1.5252950929e-14,0.00023498083401,0.00054001653166,7.5356941176e-05,4.6060014543,4.0846012815,0.0,4.0846012815,0.5214001728,0.0,0.5214001728,4.9334569085e-07,3.9267336835
Cost Group 330 AußenwändeBauwerk - Baukonstruktionen : Außenwand 2 -> Baustoff  Dämmplatte mit Neopor® Plus,0.6847190886,3.1651846906e-11,0.0020581714025,0.00064499878481,7.3756253165e-05,10.334016,10.0091656709,0.068492962,9.9406727089,0.3248503291,0.0,0.3248503291,5.2725545316e-07,9.8535126076
Cost Group 330 AußenwändeBauwerk - Baukonstruktionen : Außenwand 2 -> Baustoff  Kunstharzestrich,0.0731534424,7.4368646296e-16,1.1378289227e-05,0.00010159471974,1.8337588053e-05,1.5227393328,1.3860686409,0.0,1.3860686409,0.136670692,0.0,0.136670692,1.0468698987e-08,1.3364672039
Cost Group 330 AußenwändeBauwerk - Baukonstruktionen : Außenwand 2 -> Baustoff  Kunstharzputz,0.2691176766,2.2879426393e-14,0.00035247125102,0.00081002479749,0.00011303541176,6.9090021814,6.1269019222,0.0,6.1269019222,0.7821002592,0.0,0.7821002592,7.4001853628e-07,5.8901005252
Cost Group 331 Tragende AußenwändeAußenwände : Mauerziegel_270mm_E,0.2941381872,1.2947720134e-10,6.140993642e-05,0.00069604763757,0.00045316979579,2.0416282873,1.8327787027,0.0,1.8327787027,0.2088495846,0.0,0.2088495846,4.1885076602e-07,1.7162889311
Cost Group 331 Tragende AußenwändeAußenwände : Mauerziegel_270mm_E -> Baustoff  Mauersteine aus Leichtbeton aus natürlichen Zuschlägen - Hohlblock -,0.2941381872,1.2947720134e-10,6.140993642e-05,0.00069604763757,0.00045316979579,2.0416282873,1.8327787027,0.0,1.8327787027,0.2088495846,0.0,0.2088495846,4.1885076602e-07,1.7162889311
Cost Group 334 Außentüren und -fensterAußenwände : Fenster 1,0.389197064,1.0611510274e-10,0.00016473742556,0.0026164877741,0.0002197383756,6.6727358992,6.1754385693,0.0,6.1754385693,0.4972973299,0.0,0.4972973299,9.2449815742e-06,5.8198118672
Cost Group 334 Außentüren und -fensterAußenwände : Fenster 1 -> Baustoff Flügelrahmen PVC-U,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
